hierarchy,store_id,year,week_num,proj_revenue,proj_units
Ex Department 1,30,2019,48,97553.28184998846,32745.98914410251
Ex Department 1,30,2019,49,99176.13319032837,33451.758970529256
Ex Department 1,30,2019,50,95872.64823507729,32843.11330673842
Ex Department 1,30,2019,51,96091.25677632526,33227.45617914217
Ex Department 1,30,2019,52,82801.09407361038,28826.338430519463
Ex Department 1,31,2019,1,128046.68000000001,50162.0
Ex Department 1,31,2019,2,130356.03,52942.0
Ex Department 1,31,2019,3,124865.92000000001,50588.0
Ex Department 1,31,2019,4,131068.12,53915.0
Ex Department 1,31,2019,5,130982.76000000001,55878.0
Ex Department 1,31,2019,6,128002.94,54006.0
Ex Department 1,31,2019,7,123679.33999999998,52850.0
Ex Department 1,31,2019,8,123494.29000000001,52246.0
Ex Department 1,31,2019,9,130624.33,53509.0
Ex Department 1,31,2019,10,144679.9435,56047.65
Ex Department 1,31,2019,11,143384.66017500003,55209.5825
Ex Department 1,31,2019,12,146137.46968375,53280.061625
Ex Department 1,31,2019,13,150300.6991679375,54408.26470625
Ex Department 1,31,2019,14,155851.0691263344,55370.377941562496
Ex Department 1,31,2019,15,162293.5510826511,56508.44683864062
Ex Department 1,31,2019,16,168493.50613678363,57649.26918057266
Ex Department 1,31,2019,17,166489.27994362285,56912.33263960129
Ex Department 1,31,2019,18,176029.20094080397,60528.79927158135
Ex Department 1,31,2019,19,172765.68448784418,59176.33923516042
Ex Department 1,31,2019,20,180031.6097122364,61385.60619691844
Ex Department 1,31,2019,21,180305.64869784823,61671.18650676436
Ex Department 1,31,2019,22,185111.60913274062,63356.69583210258
Ex Department 1,31,2019,23,176348.02908937764,60350.38062370771
Ex Department 1,31,2019,24,168291.4655438465,57878.6996548931
Ex Department 1,31,2019,25,176801.34982103886,61090.83463763775
Ex Department 1,31,2019,26,180082.0063120908,62164.176369519635
Ex Department 1,31,2019,27,171033.47712769534,60010.38518799562
Ex Department 1,31,2019,28,178132.8219840801,61927.4044473954
Ex Department 1,31,2019,29,172510.1040832841,60480.47466976517
Ex Department 1,31,2019,30,178238.0277874483,62875.64840325343
Ex Department 1,31,2019,31,170041.51850182074,59119.3983234161
Ex Department 1,31,2019,32,182244.86041816178,62201.18911458691
Ex Department 1,31,2019,33,180078.80595488235,60376.94548906625
Ex Department 1,31,2019,34,176849.1852942296,58612.22952820706
Ex Department 1,31,2019,35,176317.51810262437,59333.17210753929
Ex Department 1,31,2019,36,173982.387953623,59043.75837098423
Ex Department 1,31,2019,37,176472.22154446496,59658.5328305048
Ex Department 1,31,2019,38,173209.15312450714,58837.14284004998
Ex Department 1,31,2019,39,169172.20623369224,58370.26001847341
Ex Department 1,31,2019,40,174325.21882098465,60646.25605763906
Ex Department 1,31,2019,41,167172.72677642203,59107.18855067509
Ex Department 1,31,2019,42,170666.62118035078,59639.48865287063
Ex Department 1,31,2019,43,160899.50378273125,55430.52829390903
Ex Department 1,31,2019,44,172748.98451739896,59668.0856774191
Ex Department 1,31,2019,45,167076.83496607654,58530.754978545396
Ex Department 1,31,2019,46,166382.3572233284,59244.10099559078
Ex Department 1,31,2019,47,152303.4467688903,54574.49722689434
Ex Department 1,31,2019,48,157759.54875095008,57570.052828839274
Ex Department 1,31,2019,49,165605.35858929358,61489.535247911466
Ex Department 1,31,2019,50,153889.65931459406,59511.93827681878
Ex Department 1,31,2019,51,152300.76239095136,60889.30277049705
Ex Department 1,31,2019,52,135014.75358540786,54403.1979928511
Ex Department 1,32,2019,1,76536.89,29647.0
Ex Department 1,32,2019,2,72656.55,28761.0
Ex Department 1,32,2019,3,64064.92,25132.0
Ex Department 1,32,2019,4,73805.25,30512.0
Ex Department 1,32,2019,5,70901.09,29757.0
Ex Department 1,32,2019,6,64829.12,27341.0
Ex Department 1,32,2019,7,64894.67999999999,27559.0
Ex Department 1,32,2019,8,65835.63,28688.0
Ex Department 1,32,2019,9,61582.0,26180.0
Ex Department 1,32,2019,10,76241.3745,28842.35
Ex Department 1,32,2019,11,78186.14322499999,30308.1675
Ex Department 1,32,2019,12,78391.67238625001,29418.225875
Ex Department 1,32,2019,13,90307.3120055625,33226.93716875
Ex Department 1,32,2019,14,86304.08860584063,30850.7840271875
Ex Department 1,32,2019,15,86770.95353613266,30546.673228546875
Ex Department 1,32,2019,16,96876.3912129393,33757.50688997422
Ex Department 1,32,2019,17,113071.95527358625,39266.48223447293
Ex Department 1,32,2019,18,108523.30403726558,37569.30634619658
Ex Department 1,32,2019,19,90099.77673912885,30597.021663506406
Ex Department 1,32,2019,20,91230.43257608528,31250.072746681726
Ex Department 1,32,2019,21,89686.30070488955,30791.32638401581
Ex Department 1,32,2019,22,95263.39724013403,33080.792703216604
Ex Department 1,32,2019,23,96250.65110214074,33161.18233837743
Ex Department 1,32,2019,24,101799.35665724776,34928.7414552963
Ex Department 1,32,2019,25,102462.65699011018,35270.97852806112
Ex Department 1,32,2019,26,101817.81283961565,34835.47745446418
Ex Department 1,32,2019,27,110072.78248159646,38342.10132718738
Ex Department 1,32,2019,28,111153.69160567626,38700.756393546755
Ex Department 1,32,2019,29,108623.03418596007,37658.29421322409
Ex Department 1,32,2019,30,107346.41089525809,37559.3089238853
Ex Department 1,32,2019,31,105746.505715021,36837.65687007956
Ex Department 1,32,2019,32,107574.80583952203,37152.98133858354
Ex Department 1,32,2019,33,105618.54901218564,35872.16911176271
Ex Department 1,32,2019,34,109008.8793625168,36905.93070891335
Ex Department 1,32,2019,35,114125.86990035059,38721.08804299965
Ex Department 1,32,2019,36,122538.57921856153,42024.25878372228
Ex Department 1,32,2019,37,126554.32261884262,43354.59637840968
Ex Department 1,32,2019,38,115835.84548610542,39852.85208560652
Ex Department 1,32,2019,39,113312.17755854742,39584.87937257702
Ex Department 1,32,2019,40,111664.68059951834,39387.97225803055
Ex Department 1,32,2019,41,120404.22700069002,42369.56723359799
Ex Department 1,32,2019,42,116614.99381548003,40933.1792760771
Ex Department 1,32,2019,43,101919.81664424733,35528.59860472013
Ex Department 1,32,2019,44,103992.44042135267,36366.21941803726
Ex Department 1,32,2019,45,112367.82260955792,39784.043316174306
Ex Department 1,32,2019,46,105174.2208905303,37338.84655557997
Ex Department 1,32,2019,47,96085.17329307602,34667.51501063576
Ex Department 1,32,2019,48,105615.17883365002,38407.63569480818
Ex Department 1,32,2019,49,110005.94719504868,40520.529659871245
Ex Department 1,32,2019,50,107787.05684550312,40223.14143220361
Ex Department 1,32,2019,51,98741.53814301538,37326.88305761952
Ex Department 1,32,2019,52,78092.14476441509,30072.794366996517
Ex Department 1,33,2019,1,156932.47999999998,55123.0
Ex Department 1,33,2019,2,160616.72,56442.0
Ex Department 1,33,2019,3,164587.74,57893.0
Ex Department 1,33,2019,4,158845.98,57089.0
Ex Department 1,33,2019,5,163050.36,58849.0
Ex Department 1,33,2019,6,155830.85,57020.0
Ex Department 1,33,2019,7,166094.66999999998,60974.0
Ex Department 1,33,2019,8,166600.24,60888.0
Ex Department 1,33,2019,9,176557.75,64200.0
Ex Department 1,33,2019,10,184208.51099999997,62926.35
Ex Department 1,33,2019,11,184281.09405,62867.9675
Ex Department 1,33,2019,12,180059.14475249997,59776.965875
Ex Department 1,33,2019,13,202191.540990125,68314.56416875
Ex Department 1,33,2019,14,202218.02253963123,65150.992377187504
Ex Department 1,33,2019,15,192592.1811666128,62192.591996046875
Ex Department 1,33,2019,16,205210.50222494343,64466.67159584922
Ex Department 1,33,2019,17,196762.38633619063,60536.80517564168
Ex Department 1,33,2019,18,195602.95265300013,59875.795434423766
Ex Department 1,33,2019,19,193287.00728565015,58598.78520614495
Ex Department 1,33,2019,20,182395.84914993268,54838.1244664522
Ex Department 1,33,2019,21,198509.69560742928,59618.78068977481
Ex Department 1,33,2019,22,193136.40938780078,57944.46972426355
Ex Department 1,33,2019,23,188102.1133571908,56277.54321047673
Ex Department 1,33,2019,24,189234.08702505034,56344.22037100056
Ex Department 1,33,2019,25,187376.80187630287,56054.131389550595
Ex Department 1,33,2019,26,192202.85297011802,58186.23795902812
Ex Department 1,33,2019,27,194880.8576186239,58883.74985697953
Ex Department 1,33,2019,28,191070.6859995551,57593.7373498285
Ex Department 1,33,2019,29,188356.55279953283,56796.77421731993
Ex Department 1,33,2019,30,185743.59793950946,55896.262928185926
Ex Department 1,33,2019,31,193277.61178648495,58458.70857459522
Ex Department 1,33,2019,32,179436.1176733092,53772.34562832498
Ex Department 1,33,2019,33,182433.19581934967,54737.21461599123
Ex Department 1,33,2019,34,179115.21106081092,53453.79713835329
Ex Department 1,33,2019,35,188149.88748686988,56530.33737641158
Ex Department 1,33,2019,36,182617.23080288278,55178.82464542982
Ex Department 1,33,2019,37,179035.69473177972,53770.18229790885
Ex Department 1,33,2019,38,178239.46015155918,53548.251154022204
Ex Department 1,33,2019,39,178377.46552648715,53308.07394000213
Ex Department 1,33,2019,40,181288.73843852896,53550.738376694986
Ex Department 1,33,2019,41,172518.5544029588,50892.41907220713
Ex Department 1,33,2019,42,188245.2338427353,56364.650991328745
Ex Department 1,33,2019,43,176104.84556548196,52421.010054682
Ex Department 1,33,2019,44,178976.09017589653,53482.73339689227
Ex Department 1,33,2019,45,183609.36133343886,55251.20904818685
Ex Department 1,33,2019,46,193484.24530629566,58696.462931118665
Ex Department 1,33,2019,47,178196.60392310453,52537.47417972319
Ex Department 1,33,2019,48,179604.13673832855,54505.910395860374
Ex Department 1,33,2019,49,176137.86177526726,53755.86904816197
Ex Department 1,33,2019,50,173957.94972405396,53860.37378970407
Ex Department 1,33,2019,51,174257.04581328118,53921.37933277998
Ex Department 1,33,2019,52,161914.76851462098,49037.162870689215
Ex Department 1,34,2019,1,54777.06,19891.0
Ex Department 1,34,2019,2,52037.46,19337.0
Ex Department 1,34,2019,3,51368.03,19375.0
Ex Department 1,34,2019,4,51360.21,19711.0
Ex Department 1,34,2019,5,54441.53,21017.0
Ex Department 1,34,2019,6,62119.61000000001,24289.0
Ex Department 1,34,2019,7,52489.69,20534.0
Ex Department 1,34,2019,8,54048.62,21093.0
Ex Department 1,34,2019,9,56436.25,21943.0
Ex Department 1,34,2019,10,55972.446,20130.75
Ex Department 1,34,2019,11,57012.594800000006,20554.1375
Ex Department 1,34,2019,12,55103.89954,19851.994375
Ex Department 1,34,2019,13,58100.647517,21045.74409375
Ex Department 1,34,2019,14,54624.19889285,19609.9312984375
Ex Department 1,34,2019,15,61256.7763374925,22400.177863359375
Ex Department 1,34,2019,16,66143.92015436712,24376.986756527345
Ex Department 1,34,2019,17,63133.998162085474,22938.23609435371
Ex Department 1,34,2019,18,75297.70207018977,27013.447899071398
Ex Department 1,34,2019,19,74023.01067369923,25752.020294024966
Ex Department 1,34,2019,20,84685.51570738423,29113.871308726215
Ex Department 1,34,2019,21,89336.5609927534,30214.914874162525
Ex Department 1,34,2019,22,98978.75204239109,33126.110617870654
Ex Department 1,34,2019,23,101635.97764451064,33975.966148764186
Ex Department 1,34,2019,24,103538.92652673616,34464.664456202394
Ex Department 1,34,2019,25,109610.81835307299,36163.897679012516
Ex Department 1,34,2019,26,116196.44927072663,38561.84256296314
Ex Department 1,34,2019,27,119866.06523426295,39774.784691111294
Ex Department 1,34,2019,28,113031.20549597612,37265.77392566686
Ex Department 1,34,2019,29,118015.5142707749,39061.5626219502
Ex Department 1,34,2019,30,112375.94498431365,36753.79075304772
Ex Department 1,34,2019,31,108701.07993352936,35681.7927907001
Ex Department 1,34,2019,32,111163.3801902058,36252.4255552351
Ex Department 1,34,2019,33,102081.7677227161,33327.54711424686
Ex Department 1,34,2019,34,97144.8172330019,31535.137265271704
Ex Department 1,34,2019,35,102622.20215000949,33744.59756361341
Ex Department 1,34,2019,36,97599.86094063536,31992.518548626114
Ex Department 1,34,2019,37,100164.56947994878,32848.84513823105
Ex Department 1,34,2019,38,93682.88704584193,30996.92559042492
Ex Department 1,34,2019,39,86263.53679462454,28405.849474992596
Ex Department 1,34,2019,40,78237.83660067081,25711.840934040978
Ex Department 1,34,2019,41,75097.58964533513,24661.889415306716
Ex Department 1,34,2019,42,73522.1355779642,24405.338142363926
Ex Department 1,34,2019,43,68162.10075474287,22563.39951858859
Ex Department 1,34,2019,44,68055.26841025449,22169.02118707981
Ex Department 1,34,2019,45,67824.1770044304,22118.98902362368
Ex Department 1,34,2019,46,64721.07943699826,21085.643590854237
Ex Department 1,34,2019,47,65657.31394531185,21458.133642248795
Ex Department 1,34,2019,48,60070.648380864295,19768.501089805668
Ex Department 1,34,2019,49,63233.24702510871,21250.93744801261
Ex Department 1,34,2019,50,60818.041662825395,20501.25618931573
Ex Department 1,34,2019,51,62962.71299675098,21179.77946112913
Ex Department 1,34,2019,52,57086.76864991207,19507.57879465058
Ex Department 1,35,2019,1,55620.240000000005,20773.0
Ex Department 1,35,2019,2,58375.14,21946.0
Ex Department 1,35,2019,3,53969.61,20729.0
Ex Department 1,35,2019,4,55585.74,21475.0
Ex Department 1,35,2019,5,54431.86,20813.0
Ex Department 1,35,2019,6,54078.71000000001,21388.0
Ex Department 1,35,2019,7,48538.44,19188.0
Ex Department 1,35,2019,8,51580.77,20371.0
Ex Department 1,35,2019,9,52698.700000000004,20901.0
Ex Department 1,35,2019,10,60235.6005,21673.05
Ex Department 1,35,2019,11,58531.47202500001,21089.3525
Ex Department 1,35,2019,12,58707.65712625001,21100.270125
Ex Department 1,35,2019,13,62755.741982562504,22082.03363125
Ex Department 1,35,2019,14,70851.23558169063,24519.8353128125
Ex Department 1,35,2019,15,68387.63186077515,23085.977078453125
Ex Department 1,35,2019,16,77641.85295381393,25843.725932375783
Ex Department 1,35,2019,17,75237.22710150463,25061.81222899457
Ex Department 1,35,2019,18,73407.88145657984,24734.0528404443
Ex Department 1,35,2019,19,68560.99302940883,22885.705482466514
Ex Department 1,35,2019,20,73530.01568087928,24420.49075658984
Ex Department 1,35,2019,21,80151.21996492325,26635.81529441933
Ex Department 1,35,2019,22,75265.8814631694,25084.4560591403
Ex Department 1,35,2019,23,74797.58553632787,24907.178862097313
Ex Department 1,35,2019,24,74140.83031314428,24669.037805202177
Ex Department 1,35,2019,25,76162.75432880149,25483.139695462287
Ex Department 1,35,2019,26,78145.78304524157,26639.246680235403
Ex Department 1,35,2019,27,77516.85219750363,26022.559014247174
Ex Department 1,35,2019,28,81168.90030737882,27519.88696495953
Ex Department 1,35,2019,29,75674.59582274775,25383.981313207507
Ex Department 1,35,2019,30,75143.78611388514,25222.88037886788
Ex Department 1,35,2019,31,78923.85089457942,26918.471897811276
Ex Department 1,35,2019,32,80240.95983805836,26531.57786770184
Ex Department 1,35,2019,33,78447.8024736488,25151.34325483693
Ex Department 1,35,2019,34,78210.35149820309,25366.85873601628
Ex Department 1,35,2019,35,78147.07879402873,25450.40990717647
Ex Department 1,35,2019,36,80534.5991406914,26153.431548612636
Ex Department 1,35,2019,37,75480.91495003528,24356.56682942448
Ex Department 1,35,2019,38,75387.27284246181,24598.054559445973
Ex Department 1,35,2019,39,69798.91491175591,23086.65464539606
Ex Department 1,35,2019,40,71378.10900587325,23452.352103542533
Ex Department 1,35,2019,41,72339.20217212297,23865.545170890167
Ex Department 1,35,2019,42,75623.99428248295,25140.13166471371
Ex Department 1,35,2019,43,73888.16592344861,24012.815444992382
Ex Department 1,35,2019,44,73402.68144280466,23861.697274137136
Ex Department 1,35,2019,45,70850.16299928768,23213.330247583883
Ex Department 1,35,2019,46,66762.64943281199,21815.889775189964
Ex Department 1,35,2019,47,69421.48125219051,22815.32192993769
Ex Department 1,35,2019,48,63822.92720492486,21693.310075722216
Ex Department 1,35,2019,49,64455.022549802154,22587.48123126035
Ex Department 1,35,2019,50,60374.371886154884,21393.95622716299
Ex Department 1,35,2019,51,60887.38517476837,21587.51001957775
Ex Department 1,35,2019,52,57862.47138877782,20500.511925666073
Ex Department 1,36,2019,1,76088.83,29496.0
Ex Department 1,36,2019,2,76642.92,30603.0
Ex Department 1,36,2019,3,74842.02,29599.0
Ex Department 1,36,2019,4,75966.33000000002,30457.0
Ex Department 1,36,2019,5,72978.56,30072.0
Ex Department 1,36,2019,6,75775.53,31246.0
Ex Department 1,36,2019,7,73077.70000000001,30578.0
Ex Department 1,36,2019,8,70585.16,29136.0
Ex Department 1,36,2019,9,79318.23999999999,32106.0
Ex Department 1,36,2019,10,88807.44049999998,33856.55
Ex Department 1,36,2019,11,92307.991525,34526.2775
Ex Department 1,36,2019,12,91365.62610125,32656.641375
Ex Department 1,36,2019,13,92608.94640631249,32764.52344375
Ex Department 1,36,2019,14,94478.54822662812,32704.9496159375
Ex Department 1,36,2019,15,96144.38063795953,32522.747096734376
Ex Department 1,36,2019,16,106083.50616985752,35338.33445157109
Ex Department 1,36,2019,17,102921.78397835037,33990.40117414965
Ex Department 1,36,2019,18,107598.1856772679,36047.67123285713
Ex Department 1,36,2019,19,97149.73196113131,32265.80479449999
Ex Department 1,36,2019,20,104355.10905918786,34541.64503422499
Ex Department 1,36,2019,21,100582.30551214726,33671.32728593623
Ex Department 1,36,2019,22,102975.22978775464,34528.993650233046
Ex Department 1,36,2019,23,101624.37877714234,34095.6933327447
Ex Department 1,36,2019,24,99358.80721599946,33560.47799938193
Ex Department 1,36,2019,25,107005.26357679944,36430.00189935103
Ex Department 1,36,2019,26,102812.08875563942,34523.20199431858
Ex Department 1,36,2019,27,99396.33769342137,34038.512094034515
Ex Department 1,36,2019,28,106507.15007809244,36381.837698736235
Ex Department 1,36,2019,29,106743.83208199707,36751.72958367305
Ex Department 1,36,2019,30,109188.34268609692,37832.666062856704
Ex Department 1,36,2019,31,104787.87779540176,35510.471865999534
Ex Department 1,36,2019,32,111874.35010892185,37654.13158429952
Ex Department 1,36,2019,33,112416.95430930545,36693.85609476449
Ex Department 1,36,2019,34,104213.48620445511,33723.572727315215
Ex Department 1,36,2019,35,105728.85910334646,34682.1038828841
Ex Department 1,36,2019,36,105678.60102661583,34849.971722191585
Ex Department 1,36,2019,37,99078.4492694537,32041.05358572261
Ex Department 1,36,2019,38,97747.78953400887,31910.23620630126
Ex Department 1,36,2019,39,95791.09572684592,32021.164454973466
Ex Department 1,36,2019,40,96999.90591513165,32680.78243799714
Ex Department 1,36,2019,41,96365.82625792884,33116.739308185744
Ex Department 1,36,2019,42,101458.49929521795,34666.05990929822
Ex Department 1,36,2019,43,95107.70427059109,31817.01322225148
Ex Department 1,36,2019,44,95735.31604526352,32293.97921672682
Ex Department 1,36,2019,45,94523.39548672673,32091.004277594064
Ex Department 1,36,2019,46,91312.4060822231,31677.504396506218
Ex Department 1,36,2019,47,81408.84594855228,28385.819516615597
Ex Department 1,36,2019,48,88694.28786130883,31348.38488774465
Ex Department 1,36,2019,49,91130.54125046964,33508.31224719507
Ex Department 1,36,2019,50,87469.05120889329,32777.091380371174
Ex Department 1,36,2019,51,76509.45363503309,30005.4126462469
Ex Department 1,36,2019,52,64753.567427014656,25859.859685259267
Ex Department 1,37,2019,1,0.0,0.0
Ex Department 1,37,2019,2,0.0,0.0
Ex Department 1,37,2019,3,0.0,0.0
Ex Department 1,37,2019,4,0.0,0.0
Ex Department 1,37,2019,5,0.0,0.0
Ex Department 1,37,2019,6,0.0,0.0
Ex Department 1,37,2019,7,0.0,0.0
Ex Department 1,37,2019,8,0.0,0.0
Ex Department 1,37,2019,9,0.0,0.0
Ex Department 1,37,2019,10,0.0,0.0
Ex Department 1,37,2019,11,0.0,0.0
Ex Department 1,37,2019,12,0.0,0.0
Ex Department 1,37,2019,13,0.0,0.0
Ex Department 1,37,2019,14,0.0,0.0
Ex Department 1,37,2019,15,0.0,0.0
Ex Department 1,37,2019,16,0.0,0.0
Ex Department 1,37,2019,17,0.0,0.0
Ex Department 1,37,2019,18,0.0,0.0
Ex Department 1,37,2019,19,0.0,0.0
Ex Department 1,37,2019,20,0.0,0.0
Ex Department 1,37,2019,21,0.0,0.0
Ex Department 1,37,2019,22,0.0,0.0
Ex Department 1,37,2019,23,0.0,0.0
Ex Department 1,37,2019,24,0.0,0.0
Ex Department 1,37,2019,25,0.0,0.0
Ex Department 1,37,2019,26,0.0,0.0
Ex Department 1,37,2019,27,0.0,0.0
Ex Department 1,37,2019,28,0.0,0.0
Ex Department 1,37,2019,29,0.0,0.0
Ex Department 1,37,2019,30,0.0,0.0
Ex Department 1,37,2019,31,0.0,0.0
Ex Department 1,37,2019,32,0.0,0.0
Ex Department 1,37,2019,33,0.0,0.0
Ex Department 1,37,2019,34,0.0,0.0
Ex Department 1,37,2019,35,0.0,0.0
Ex Department 1,37,2019,36,0.0,0.0
Ex Department 1,37,2019,37,0.0,0.0
Ex Department 1,37,2019,38,0.0,0.0
Ex Department 1,37,2019,39,0.0,0.0
Ex Department 1,37,2019,40,0.0,0.0
Ex Department 1,37,2019,41,0.0,0.0
Ex Department 1,37,2019,42,0.0,0.0
Ex Department 1,37,2019,43,0.0,0.0
Ex Department 1,37,2019,44,0.0,0.0
Ex Department 1,37,2019,45,0.0,0.0
Ex Department 1,37,2019,46,0.0,0.0
Ex Department 1,37,2019,47,0.0,0.0
Ex Department 1,37,2019,48,0.0,0.0
Ex Department 1,37,2019,49,0.0,0.0
Ex Department 1,37,2019,50,0.0,0.0
Ex Department 1,37,2019,51,0.0,0.0
Ex Department 1,37,2019,52,0.0,0.0
Ex Department 1,38,2019,1,92594.61,32752.0
Ex Department 1,38,2019,2,90092.41999999998,32367.0
Ex Department 1,38,2019,3,85927.18000000001,31492.0
Ex Department 1,38,2019,4,86756.12999999999,32359.0
Ex Department 1,38,2019,5,86782.84,32760.0
Ex Department 1,38,2019,6,90955.5,35157.0
Ex Department 1,38,2019,7,82595.42,32158.0
Ex Department 1,38,2019,8,87353.36,34177.0
Ex Department 1,38,2019,9,92014.56,36225.0
Ex Department 1,38,2019,10,94214.68199999999,33426.0
Ex Department 1,38,2019,11,93099.72260000001,32970.2
Ex Department 1,38,2019,12,95738.43123000002,33778.16
Ex Department 1,38,2019,13,100870.91529149999,34938.618
Ex Department 1,38,2019,14,109563.310056075,37272.9989
Ex Department 1,38,2019,15,113319.40205887875,37651.648845
Ex Department 1,38,2019,16,117013.75416182268,38025.88128725
Ex Department 1,38,2019,17,122384.56636991382,39183.3753516125
Ex Department 1,38,2019,18,122901.9021884095,39295.294119193124
Ex Department 1,38,2019,19,121367.29179782998,38801.60882515278
Ex Department 1,38,2019,20,127287.27888772149,40755.58926641042
Ex Department 1,38,2019,21,144738.92533210755,46883.06872973094
Ex Department 1,38,2019,22,126691.44609871294,40639.52216621749
Ex Department 1,38,2019,23,129254.82240364858,41985.048274528366
Ex Department 1,38,2019,24,132510.393023831,42626.95068825478
Ex Department 1,38,2019,25,136344.08117502258,43853.39822266752
Ex Department 1,38,2019,26,135888.13073377372,43637.818133800894
Ex Department 1,38,2019,27,142545.7097704624,45980.05904049094
Ex Department 1,38,2019,28,128822.83575898551,41320.51199251549
Ex Department 1,38,2019,29,139689.21104693477,44802.73759214126
Ex Department 1,38,2019,30,134333.02459928152,42825.474471748326
Ex Department 1,38,2019,31,132955.9092292456,42499.69819533574
Ex Department 1,38,2019,32,134550.59056070785,43051.47310510253
Ex Department 1,38,2019,33,132478.12452724326,42056.48876035766
Ex Department 1,38,2019,34,131262.43048903043,41389.082298375535
Ex Department 1,38,2019,35,141804.8615106782,45158.38646829432
Ex Department 1,38,2019,36,129415.41198326818,41241.77334945903
Ex Department 1,38,2019,37,135657.64487434045,42855.96795256948
Ex Department 1,38,2019,38,129971.54929956177,41802.54758261733
Ex Department 1,38,2019,39,129235.34665511939,41815.41025578854
Ex Department 1,38,2019,40,121161.46589798387,38821.80032732033
Ex Department 1,38,2019,41,119123.91774849698,38457.660880365824
Ex Department 1,38,2019,42,122397.85786931647,39582.54048789757
Ex Department 1,38,2019,43,121696.02195784662,39064.84140398157
Ex Department 1,38,2019,44,112821.50593555653,35944.48106045423
Ex Department 1,38,2019,45,110756.74308114279,35512.25757906421
Ex Department 1,38,2019,46,113306.84067644883,36375.60054688404
Ex Department 1,38,2019,47,111262.90367358256,35634.189667538194
Ex Department 1,38,2019,48,103942.76036873859,33356.996198890556
Ex Department 1,38,2019,49,107322.43309922623,34967.070409209315
Ex Department 1,38,2019,50,104424.7017018408,34201.987050062715
Ex Department 1,38,2019,51,102197.39855696876,33296.51267897843
Ex Department 1,38,2019,52,95339.58452335493,31244.20340316057
Ex Department 1,39,2019,1,90169.17,35007.0
Ex Department 1,39,2019,2,88305.09000000001,34676.0
Ex Department 1,39,2019,3,93796.92,39611.0
Ex Department 1,39,2019,4,93253.26,39908.0
Ex Department 1,39,2019,5,95923.22,41480.0
Ex Department 1,39,2019,6,92048.58,40402.0
Ex Department 1,39,2019,7,91383.76000000001,40305.0
Ex Department 1,39,2019,8,92104.12999999999,40581.0
Ex Department 1,39,2019,9,99399.53,42170.0
Ex Department 1,39,2019,10,102510.67650000002,38944.8
Ex Department 1,39,2019,11,97651.09182500001,37416.84
Ex Department 1,39,2019,12,103462.11691625,38821.482
Ex Department 1,39,2019,13,106021.2872620625,38269.2061
Ex Department 1,39,2019,14,115285.10012516563,41310.966405
Ex Department 1,39,2019,15,116681.61263142392,40731.01472525
Ex Department 1,39,2019,16,118665.98826299509,40994.0154615125
Ex Department 1,39,2019,17,117862.78767614486,40951.266234588125
Ex Department 1,39,2019,18,127889.2025599521,44720.67954631753
Ex Department 1,39,2019,19,122779.79968794971,42989.96352363341
Ex Department 1,39,2019,20,130760.34167234719,45744.611699815076
Ex Department 1,39,2019,21,126523.54725596454,44076.142284805836
Ex Department 1,39,2019,22,128693.2441187628,45030.399399046124
Ex Department 1,39,2019,23,119948.8838247009,42290.51936899843
Ex Department 1,39,2019,24,124087.84201593597,43840.14533744835
Ex Department 1,39,2019,25,128850.42361673278,45694.50260432077
Ex Department 1,39,2019,26,129705.52729756941,45399.67773453681
Ex Department 1,39,2019,27,122986.01116244786,43357.66162126365
Ex Department 1,39,2019,28,123321.60122057026,43535.74470232683
Ex Department 1,39,2019,29,120446.52628159878,42531.28193744317
Ex Department 1,39,2019,30,121646.68359567871,43545.69603431533
Ex Department 1,39,2019,31,132483.25095046265,47600.5908360311
Ex Department 1,39,2019,32,130947.32040673579,45677.028377832656
Ex Department 1,39,2019,33,140227.3765812601,47716.70569672428
Ex Department 1,39,2019,34,127454.09054721995,42557.7306765605
Ex Department 1,39,2019,35,124953.32556832267,42144.56889013852
Ex Department 1,39,2019,36,121069.47871516763,41073.29659838295
Ex Department 1,39,2019,37,119049.87073777623,40201.860655226476
Ex Department 1,39,2019,38,116757.9203908578,39973.390376258394
Ex Department 1,39,2019,39,118704.24828240307,41348.02591775543
Ex Department 1,39,2019,40,114970.53821212574,40407.379037461535
Ex Department 1,39,2019,41,117820.28453911468,41692.11740434386
Ex Department 1,39,2019,42,115367.82790327219,41114.71616032076
Ex Department 1,39,2019,43,115472.86709249766,40920.63199838449
Ex Department 1,39,2019,44,121361.30925588748,42812.6876298538
Ex Department 1,39,2019,45,109222.39511788507,38683.264744474065
Ex Department 1,39,2019,46,106020.71519294268,37707.90285148173
Ex Department 1,39,2019,47,106364.49008771134,37914.36410732898
Ex Department 1,39,2019,48,107932.17803397452,39352.749231632246
Ex Department 1,39,2019,49,106604.84487464472,39837.99945809751
Ex Department 1,39,2019,50,100067.47780429703,38086.33533413023
Ex Department 1,39,2019,51,96355.45651472796,37551.91729912098
Ex Department 1,39,2019,52,87879.01379294123,34221.73362227547
Ex Department 1,40,2019,1,81755.18000000001,31625.0
Ex Department 1,40,2019,2,85299.45999999999,33570.0
Ex Department 1,40,2019,3,79792.15,31320.0
Ex Department 1,40,2019,4,81391.63,32516.0
Ex Department 1,40,2019,5,78004.90000000001,31309.0
Ex Department 1,40,2019,6,77929.24000000002,32057.0
Ex Department 1,40,2019,7,77854.84000000001,32052.0
